DATA,KG_VENDA,KG_DOACAO,NF,PESO_MEDIO,QTD_ANIMAIS_TEXTO,DESBASTE,KG,ID_CULTIVO,VIVEIRO,QTD_ANIMAIS_CALC,QTD_ANIMAIS
19/02/2024,72.0,0.0,1.607,14.54,,False,72.0,V11A_C5,11A,4951.856946354884,4951.856946354884
20/06/2024,714.0,0.0,1.608,13.17,,False,714.0,V11A_C5,11A,54214.12300683371,54214.12300683371
09/10/2024,448.0,0.0,1.667,17.78,25196.0,True,448.0,V11A_C6,11A,25196.850393700784,25196.0
09/10/2024,498.0,0.0,1.669,17.78,28008.0,True,498.0,V11A_C6,11A,28008.998875140605,28008.0
16/10/2024,480.0,0.0,1.673,20.35,,False,480.0,V11A_C6,11A,23587.223587223587,23587.223587223587
16/10/2024,138.0,0.0,1.674,20.35,,False,138.0,V11A_C6,11A,6781.326781326781,6781.326781326781
27/01/2025,376.0,0.0,1.722,9.55,39371.0,True,376.0,V11A_C7,11A,39371.7277486911,39371.0
01/06/2023,297.0,0.0,1.412,22.42,13247.0,True,297.0,V11A_C2,11A,13247.100802854593,13247.0
12/03/2025,2428.0,0.0,1.738,15.81,,False,2428.0,V11A_C7,11A,153573.68753953194,153573.68753953194
13/03/2025,269.0,0.0,1.739,14.63,,False,269.0,V11A_C7,11A,18386.876281613124,18386.876281613124
04/12/2022,100.0,0.0,1.305,12.25,8163.0,True,100.0,V11B_C1,11B,8163.265306122449,8163.0
04/12/2022,694.0,0.0,1.304,12.25,56653.0,True,694.0,V11B_C1,11B,56653.06122448979,56653.0
06/01/2023,614.0,0.0,1.340.,12.47,,False,614.0,V11B_C1,11B,49238.171611868485,49238.171611868485
07/06/2023,202.0,0.0,1.414,21.95,9202.0,True,202.0,V11A_C2,11A,9202.733485193623,9202.0
30/08/2023,604.0,0.0,1.460,14.35,42090.0,True,604.0,V11A_C3,11A,42090.59233449477,42090.0
18/09/2023,224.0,0.0,1.470,18.3,12240.0,True,224.0,V11A_C3,11A,12240.437158469946,12240.0
27/09/2023,1595.0,0.0,1.478,19.11,,False,1595.0,V11A_C3,11A,83464.15489272632,83464.15489272632
21/02/2024,557.0,0.0,1.538,12.79,43549.0,True,557.0,V11A_C4,11A,43549.648162627054,43549.0
07/03/2024,154.0,0.0,1.543,15.16,10158.0,True,154.0,V11A_C4,11A,10158.311345646438,10158.0
13/03/2024,118.0,0.0,1.546,17.19,6864.0,True,118.0,V11A_C4,11A,6864.456079115765,6864.0
25/03/2024,450.0,0.0,1.551,19.19,23449.0,True,450.0,V11A_C4,11A,23449.71339239187,23449.0
21/02/2024,102.0,0.0,1.539,12.79,,False,102.0,V11A_C4,11A,7974.980453479281,7974.980453479281
05/04/2024,325.0,0.0,1.559,22.0,,False,325.0,V11A_C4,11A,14772.727272727272,14772.727272727272
09/03/2023,160.0,0.0,1.369,10.7,,False,160.0,V6_C2,6,14953.271028037385,14953.271028037385
05/04/2023,153.0,0.0,1.378,16.43,,False,153.0,V6_C2,6,9312.23371880706,9312.23371880706
18/04/2023,910.0,0.0,1.385,18.24,,False,910.0,V6_C2,6,49890.350877192985,49890.350877192985
18/04/2023,363.0,0.0,1.386,18.24,,False,363.0,V6_C2,6,19901.315789473687,19901.315789473687
10/08/2023,162.0,0.0,1.452,15.12,10714.0,True,162.0,V6_C3,6,10714.285714285716,10714.0
30/08/2023,1349.0,0.0,1.460,17.72,,False,1349.0,V6_C3,6,76128.66817155757,76128.66817155757
28/12/2023,1008.0,0.0,1.522,16.18,,False,1008.0,V6_C4,6,62299.1347342398,62299.1347342398
28/12/2023,226.0,0.0,1.523,16.18,,False,226.0,V6_C4,6,13967.861557478369,13967.861557478369
09/02/2024,266.0,0.0,,,,False,266.0,V6_C5,6,,
23/04/2024,314.0,0.0,1.573,9.64,32573.0,True,314.0,V6_C5,6,32572.614107883815,32573.0
13/05/2024,633.0,0.0,1.582,14.0,45214.0,True,633.0,V6_C5,6,45214.28571428572,45214.0
17/11/2022,60.0,0.0,1.298,16.47,,False,60.0,V9_C1,9,3642.987249544627,3642.987249544627
30/05/2024,438.0,0.0,1.595,23.29,,False,438.0,V6_C5,6,18806.354658651784,18806.354658651784
19/08/2024,370.0,0.0,1.626,10.82,34195.0,True,370.0,V6_C6,6,34195.93345656192,34195.0
09/09/2024,688.0,0.0,1.643,12.87,,False,688.0,V6_C6,6,53457.65345765346,53457.65345765346
10/01/2025,881.0,0.0,1.718,9.7,,False,881.0,V6_C7,6,90824.74226804124,90824.74226804124
13/12/2022,504.0,0.0,1.307.,15.9,31698.0,True,504.0,V7_C1,7,31698.11320754717,31698.0
13/12/2022,87.0,0.0,1.308.,15.9,5471.0,True,87.0,V7_C1,7,5471.698113207547,5471.0
26/12/2022,685.0,0.0,1.322,20.0,,False,685.0,V7_C1,7,34250.0,34250.0
27/04/2023,402.0,0.0,1.391,15.56,25835.0,True,402.0,V7_C2,7,25835.475578406167,25835.0
23/05/2023,202.0,0.0,1.405,23.02,8774.0,True,202.0,V7_C2,7,8774.978279756733,8774.0
06/04/2024,500.0,0.0,1.561,10.27,48685.0,True,500.0,V5_C4,5,48685.49172346641,48685.0
21/04/2024,324.0,0.0,1.571,9.19,35255.0,True,324.0,V5_C4,5,35255.7127312296,35255.0
20/05/2024,252.0,0.0,15.86,11.95,,False,252.0,V5_C4,5,21087.866108786613,21087.866108786613
22/05/2024,2291.5,0.0,1.587,12.85,,False,2291.5,V5_C4,5,178326.84824902724,178326.84824902724
07/08/2024,420.0,0.0,1.620,14.44,29085.0,True,420.0,V5_C5,5,29085.872576177288,29085.0
22/08/2024,486.0,0.0,1.637,20.66,23523.0,True,486.0,V5_C5,5,23523.717328170376,23523.0
31/08/2024,1395.0,0.0,1.641,23.91,,False,1395.0,V5_C5,5,58343.78920953576,58343.78920953576
10/12/2024,507.0,0.0,1.704,11.53,43972.0,True,507.0,V5_C6,5,43972.24631396357,43972.0
17/12/2024,720.0,0.0,1.710,12.62,57052.0,True,720.0,V5_C6,5,57052.29793977813,57052.0
23/02/2023,54.0,0.0,1.361,9.39,,False,54.0,V6_C2,6,5750.7987220447285,5750.7987220447285
18/12/2024,1039.0,0.0,1.711,8.77,,False,1039.0,V5_C6,5,118472.0638540479,118472.0638540479
19/12/2024,295.0,0.0,1.712,6.0,,False,295.0,V5_C6,5,49166.666666666664,49166.666666666664
05/04/2025,3145.0,0.0,1.759,8.81,,False,3145.0,V5_C7,5,356980.70374574343,356980.70374574343
26/05/2025,455.7,0.0,1.796,16.73,,False,455.7,V5_C8,5,27238.493723849373,27238.493723849373
26/05/2025,305.0,0.0,,16.61,,False,305.0,V5_C8,5,18362.43226971704,18362.43226971704
28/05/2025,216.0,0.0,1.797,17.56,,False,216.0,V5_C8,5,12300.683371298406,12300.683371298406
30/05/2025,1615.0,0.0,1.798,17.0,,False,1615.0,V5_C8,5,95000.0,95000.0
11/11/2022,934.0,0.0,1.296,15.6,,False,934.0,V6_C1,6,59871.794871794875,59871.794871794875
31/05/2023,420.0,0.0,1.411,19.28,,False,420.0,V8_C2,8,21784.232365145228,21784.232365145228
03/07/2023,354.0,0.0,1.426,27.18,,False,354.0,V8_C2,8,13024.282560706402,13024.282560706402
28/07/2023,378.0,0.0,1.444,31.99,,False,378.0,V8_C2,8,11816.192560175055,11816.192560175055
04/08/2023,840.0,0.0,1.448,33.01,,False,840.0,V8_C2,8,25446.834292638596,25446.834292638596
02/01/2024,6.0,0.0,,24.0,250.0,False,6.0,V8_C3,8,250.0,250.0
19/03/2024,303.0,0.0,1.548,13.25,22867.0,True,303.0,V8_C4,8,22867.924528301886,22867.0
27/03/2024,34.0,0.0,1.557,13.51,2516.0,True,34.0,V8_C4,8,2516.6543301258325,2516.0
03/05/2024,1464.0,0.0,1.575,22.45,,False,1464.0,V8_C4,8,65211.58129175947,65211.58129175947
13/09/2024,64.0,0.0,1.645,13.69,4674.0,True,64.0,V8_C5,8,4674.945215485756,4674.0
19/09/2024,442.0,0.0,1.647,14.94,,False,442.0,V8_C5,8,29585.006693440428,29585.006693440428
26/02/2025,514.5,0.0,1.732,15.52,,False,514.5,V8_C7,8,33150.77319587629,33150.77319587629
26/02/2025,338.0,0.0,1.733,15.52,,False,338.0,V8_C7,8,21778.350515463917,21778.350515463917
26/02/2025,150.0,0.0,1.734,15.52,,False,150.0,V8_C7,8,9664.948453608247,9664.948453608247
14/04/2025,100.0,0.0,1.779,19.33,,False,100.0,V8_C8,8,5173.3057423693745,5173.3057423693745
14/04/2025,294.0,0.0,1.780,19.33,,False,294.0,V8_C8,8,15209.51888256596,15209.51888256596
16/04/2025,130.0,0.0,1.783,19.74,,False,130.0,V8_C8,8,6585.612968591692,6585.612968591692
16/04/2025,294.0,0.0,1.782,19.74,,False,294.0,V8_C8,8,14893.617021276597,14893.617021276597
20/04/2025,672.0,0.0,,20.91,,False,672.0,V8_C8,8,32137.7331420373,32137.7331420373
17/11/2022,42.0,0.0,1.297,8.05,,False,42.0,V9_C1,9,5217.391304347826,5217.391304347826
28/08/2024,384.0,0.0,1.638,10.45,36746.0,True,384.0,V8_C5,8,36746.41148325359,36746.0
29/06/2023,1190.0,0.0,1.423,31.22,,False,1190.0,V7_C2,7,38116.591928251124,38116.591928251124
24/10/2023,1236.0,0.0,1.489,19.31,,False,1236.0,V7_C3,7,64008.28586224755,64008.28586224755
04/01/2024,305.0,0.0,1.524,12.79,23847.0,True,305.0,V7_C4,7,23846.755277560595,23847.0
11/06/2024,300.0,0.0,1.602,20.35,,False,300.0,V7_C5,7,14742.01474201474,14742.01474201474
11/06/2024,415.0,0.0,1.603,20.35,,False,415.0,V7_C5,7,20393.120393120393,20393.120393120393
11/06/2024,462.0,0.0,1.604,20.35,,False,462.0,V7_C5,7,22702.7027027027,22702.7027027027
11/06/2024,123.0,0.0,1.605,20.35,,False,123.0,V7_C5,7,6044.226044226044,6044.226044226044
28/08/2024,924.0,0.0,1.638,12.07,,False,924.0,V7_C6,7,76553.43827671914,76553.43827671914
23/12/2024,508.0,0.0,1.714,10.5,,False,508.0,V7_C7,7,48380.95238095238,48380.95238095238
26/12/2024,460.0,0.0,1.715,9.62,,False,460.0,V7_C7,7,47817.04781704782,47817.04781704782
31/05/2023,89.0,0.0,1.410,19.28,,False,89.0,V8_C2,8,4616.182572614108,4616.182572614108
19/03/2025,200.0,0.0,1.741,17.32,11547.0,True,200.0,V7_C8,7,11547.344110854503,11547.0
19/03/2025,280.0,0.0,1.742,17.32,16166.0,True,280.0,V7_C8,7,16166.281755196305,16166.0
19/03/2025,632.1,0.0,1.740,17.32,,False,632.1,V7_C8,7,36495.38106235566,36495.38106235566
22/05/2025,1315.0,0.0,1.794,15.07,,False,1315.0,V7_C9,7,87259.45587259455,87259.45587259455
11/01/2023,1400.0,0.0,1.343.,16.55,,False,1400.0,V8_C1,8,84592.14501510574,84592.14501510574
11/01/2023,100.0,0.0,1.344.,16.55,,False,100.0,V8_C1,8,6042.296072507553,6042.296072507553
03/04/2023,0.0,441.525,,25.0,17660.0,False,441.525,V1_C2,1,17661.0,17660.0
,0.0,76.0,,10.55,7203.0,False,76.0,V11B_C2,11B,7203.791469194312,7203.0
04/04/2023,0.0,53.0,,28.0,1892.0,False,53.0,V1_C2,1,1892.857142857143,1892.0
,0.0,34.415,,15.0,2293.0,False,34.415,V11A_C1,11A,2294.3333333333335,2293.0
20/05/2023,0.0,19.0,,,863.0,False,19.0,V12A_C2,12A,,863.0
,0.0,1.0,,,43.0,False,1.0,V12A_C2,12A,,43.0
