ID_CULTIVO,VIVEIRO,ORDEM,DIAS,RACAO_ACUM,RACAO_ACUM_POR_PL,DENSIDADE_PL_M2,SUP_05,TEMP_05,PH_05,SAL_14,PESO
V11A_C3,11A,77,69.0,1388.0,0.004206060606060606,10.54,5.4,27.8,8.0,29.0,13.0
V11A_C3,11A,84,76.0,1683.0,0.0051,10.54,5.9,28.4,8.0,30.0,14.3
V11A_C3,11A,91,83.0,1910.0,0.005787878787878788,10.54,3.9,27.8,8.0,30.0,17.0
V11A_C3,11A,98,90.0,2155.0,0.00653030303030303,10.54,4.7,27.4,8.0,32.0,18.7
V11A_C3,11A,105,97.0,2380.0,0.007212121212121212,10.54,4.4,27.8,8.0,31.0,19.2
V11A_C4,11A,28,19.0,90.0,0.00012,23.96,6.0,28.2,8.1,33.0,1.2
V11A_C4,11A,35,26.0,154.0,0.00020533333333333333,23.96,4.9,27.7,8.1,36.0,1.8
V11A_C4,11A,42,33.0,286.0,0.00038133333333333335,23.96,4.0,28.6,8.1,36.0,2.6
V11A_C4,11A,49,40.0,425.0,0.0005666666666666667,23.96,5.0,28.2,8.1,38.0,3.5
V11A_C4,11A,56,47.0,583.0,0.0007773333333333333,23.96,4.0,29.3,8.1,38.0,4.0
V11A_C4,11A,63,54.0,803.0,0.0010706666666666666,23.96,3.9,28.5,8.1,,4.0
V11A_C4,11A,70,61.0,1047.0,0.001396,23.96,3.9,29.1,8.5,34.0,4.9
V11A_C4,11A,77,68.0,1342.0,0.0017893333333333333,23.96,4.6,28.7,8.5,36.0,6.1
V11A_C4,11A,84,75.0,1667.0,0.0022226666666666666,23.96,3.9,28.5,8.5,33.0,7.0
V11A_C4,11A,91,82.0,1997.0,0.0026626666666666665,23.96,4.7,29.3,8.3,33.0,7.7
V11A_C4,11A,98,89.0,,,23.96,2.7,30.0,8.2,33.0,8.4
V11A_C4,11A,105,96.0,2604.0,0.003472,23.96,4.7,30.5,,33.0,9.0
V11A_C4,11A,112,103.0,2945.0,0.003926666666666667,23.96,4.6,29.5,8.3,33.0,9.5
V11A_C4,11A,119,110.0,3303.0,0.004404,23.96,3.6,29.1,8.8,35.0,10.2
V11A_C4,11A,126,117.0,3663.0,0.004884,23.96,,,,35.0,11.7
V11A_C4,11A,133,124.0,4029.0,0.005372,23.96,3.4,28.5,8.7,35.0,12.3
V11A_C4,11A,140,131.0,4389.0,0.005852,23.96,4.5,28.8,8.7,34.0,13.5
V11A_C4,11A,147,138.0,4749.0,0.006332,23.96,2.9,29.6,8.7,35.0,13.5
V11A_C4,11A,154,145.0,5088.0,0.006784,23.96,3.0,28.9,8.7,35.0,15.6
V11A_C4,11A,161,152.0,5434.0,0.007245333333333334,23.96,5.7,30.1,8.7,30.0,16.0
V11A_C4,11A,168,159.0,5779.0,0.007705333333333333,23.96,2.8,29.8,8.7,28.0,16.7
V11A_C4,11A,175,166.0,6120.0,0.00816,23.96,2.4,30.0,8.7,26.0,17.8
V11A_C4,11A,189,180.0,6523.0,0.008697333333333333,23.96,4.2,27.7,8.2,22.0,19.6
V11A_C5,11A,14,10.0,46.0,0.000184,7.99,6.1,29.5,8.4,,2.0
V11A_C5,11A,21,17.0,274.0,0.001096,7.99,3.4,28.4,8.4,17.0,4.0
V11A_C5,11A,28,24.0,484.0,0.001936,7.99,1.5,29.1,8.4,18.0,6.0
V11A_C5,11A,35,31.0,679.0,0.002716,7.99,8.1,29.6,8.4,20.0,8.0
V11A_C5,11A,42,38.0,939.0,0.003756,7.99,6.5,29.4,8.4,20.0,8.8
V11A_C5,11A,49,45.0,1274.0,0.005096,7.99,4.8,27.8,8.4,,10.0
V11A_C5,11A,56,52.0,1592.0,0.006368,7.99,4.7,27.8,8.4,21.0,11.2
V11A_C5,11A,63,59.0,1887.0,0.007548,7.99,4.3,27.3,,20.0,13.7
V11A_C5,11A,70,66.0,2172.0,0.008688,7.99,4.3,27.8,8.5,16.0,14.0
V11A_C6,11A,35,15.0,50.0,0.00017857142857142857,8.95,5.8,26.1,8.9,10.0,1.2
V11A_C6,11A,42,22.0,162.0,0.0005785714285714286,8.95,5.0,26.9,6.4,10.0,2.8
V11A_C6,11A,49,29.0,283.0,0.0010107142857142858,8.95,5.2,26.3,8.9,15.0,3.7
V11A_C6,11A,56,36.0,458.0,0.0016357142857142857,8.95,4.8,27.3,8.9,,4.0
V11A_C6,11A,63,43.0,674.0,0.0024071428571428573,8.95,5.5,26.1,9.0,17.0,5.0
V11A_C6,11A,70,50.0,914.0,0.0032642857142857144,8.95,3.6,26.2,9.0,23.0,6.3
V11A_C6,11A,77,57.0,1159.0,0.004139285714285714,8.95,4.2,25.9,9.0,22.0,8.0
V11A_C6,11A,84,64.0,1409.0,0.005032142857142857,8.95,3.7,26.5,9.0,25.0,9.3
V11A_C6,11A,91,71.0,1661.0,0.005932142857142857,8.95,4.4,26.6,8.8,25.0,10.2
V11A_C6,11A,98,78.0,1911.0,0.006825,8.95,3.1,27.0,8.8,26.0,13.0
V11A_C6,11A,105,85.0,2121.0,0.007575,8.95,4.8,26.6,8.8,28.0,14.8
V11A_C7,11A,35,24.0,118.0,0.0004214285714285714,8.95,4.6,27.7,8.5,35.0,2.0
V11A_C7,11A,42,31.0,217.0,0.000775,8.95,5.0,28.6,8.8,35.0,2.5
V11A_C7,11A,49,38.0,352.0,0.001257142857142857,8.95,5.1,29.2,8.8,35.0,3.5
V11A_C7,11A,56,45.0,542.0,0.0019357142857142856,8.95,4.5,28.1,8.8,35.0,4.0
V11A_C7,11A,63,52.0,767.0,0.0027392857142857145,8.95,3.0,29.2,8.8,,4.4
V11A_C7,11A,70,59.0,1042.0,0.0037214285714285713,8.95,3.7,29.1,8.8,33.0,5.1
V11A_C7,11A,77,66.0,1307.0,0.004667857142857143,8.95,3.5,28.7,8.8,35.0,6.4
V11A_C7,11A,84,73.0,1597.0,0.0057035714285714285,8.95,3.2,29.3,8.8,8.8,6.5
V11A_C7,11A,91,80.0,1932.0,0.0069,8.95,3.6,29.3,8.8,36.0,6.5
V11A_C7,11A,98,87.0,2282.0,0.00815,8.95,3.1,29.1,8.8,35.0,9.0
V11A_C7,11A,105,94.0,2632.0,0.0094,8.95,2.0,30.0,8.8,,9.5
V11A_C7,11A,112,101.0,2952.0,0.010542857142857142,8.95,4.5,29.4,8.8,33.0,10.0
V11A_C7,11A,119,108.0,3302.0,0.011792857142857143,8.95,3.4,29.0,8.7,30.0,10.5
V11A_C7,11A,126,115.0,3662.0,0.013078571428571429,8.95,3.9,29.7,8.7,30.0,12.5
V11A_C7,11A,133,122.0,4082.0,0.014578571428571429,8.95,3.2,29.1,8.7,,14.0
V11A_C7,11A,140,129.0,4502.0,0.016078571428571428,8.95,4.6,29.5,8.7,30.0,15.8
V11A_C7,11A,147,136.0,4892.0,0.017471428571428572,8.95,2.8,29.1,8.7,30.0,16.2
V11B_C1,11B,28,18.0,68.0,0.00017,8.08,7.3,26.0,8.5,28.0,1.0
V11B_C1,11B,35,25.0,128.0,0.00032,8.08,6.2,26.8,8.5,27.0,2.4
V11B_C1,11B,42,32.0,198.0,0.000495,8.08,5.0,27.4,8.5,31.0,3.6
V11B_C1,11B,49,39.0,303.0,0.0007575,8.08,5.8,27.9,8.2,32.0,4.7
V11B_C1,11B,56,46.0,433.0,0.0010825,8.08,3.2,27.9,8.2,33.0,5.4
V11B_C1,11B,63,53.0,571.0,0.0014275,8.08,3.4,28.2,8.2,32.0,6.5
V11B_C1,11B,70,60.0,751.0,0.0018775,8.08,3.9,27.36,8.2,33.0,6.5
V11B_C1,11B,77,67.0,946.0,0.002365,8.08,4.4,27.7,8.2,34.0,8.0
V11B_C1,11B,84,74.0,1166.0,0.002915,8.08,4.4,28.4,8.2,35.0,9.5
V11B_C1,11B,91,81.0,1408.0,0.00352,8.08,4.0,28.7,8.2,35.0,10.8
V11B_C1,11B,98,88.0,1650.0,0.004125,8.08,4.1,28.8,8.2,35.0,11.7
V11B_C1,11B,105,95.0,1875.0,0.0046875,8.08,3.7,28.6,8.2,38.0,13.0
V11B_C1,11B,112,102.0,2120.0,0.0053,8.08,3.8,28.4,8.2,40.0,14.0
V11B_C1,11B,119,109.0,2366.0,0.005915,8.08,3.6,27.6,8.2,40.0,14.0
V11B_C1,11B,126,116.0,2618.0,0.006545,8.08,3.1,29.4,8.2,38.0,15.2
V11B_C1,11B,133,123.0,2895.0,0.0072375,8.08,3.0,28.3,8.2,38.0,16.4
V11B_C1,11B,140,130.0,3043.0,0.0076075,8.08,4.4,27.5,8.2,41.0,15.0
V11B_C1,11B,147,137.0,3121.0,0.0078025,8.08,,,,36.0,17.0
V11B_C2,11B,14,14.0,58.0,0.00014871794871794872,7.88,4.7,29.3,8.3,40.0,1.8
V11B_C2,11B,21,21.0,95.0,0.0002435897435897436,7.88,4.0,28.2,8.3,40.0,3.0
V11B_C2,11B,28,28.0,285.0,0.0007307692307692308,7.88,3.8,29.7,8.3,39.0,4.2
V11B_C2,11B,35,35.0,515.0,0.0013205128205128205,7.88,4.0,29.7,8.3,40.0,5.5
V11B_C2,11B,42,42.0,795.0,0.0020384615384615385,7.88,2.7,28.9,7.8,40.0,6.1
V11B_C2,11B,49,49.0,1130.0,0.0028974358974358976,7.88,4.0,29.5,7.8,40.0,7.0
V11B_C2,11B,56,56.0,1480.0,0.0037948717948717947,7.88,2.7,29.0,7.8,39.0,8.0
V11B_C2,11B,63,63.0,1844.0,0.004728205128205128,7.88,4.0,29.6,7.8,37.0,8.0
V11B_C2,11B,70,70.0,2198.0,0.005635897435897436,7.88,4.9,28.1,7.8,35.0,9.9
V11B_C2,11B,77,77.0,2560.0,0.006564102564102564,7.88,2.8,29.7,7.8,34.0,10.3
V11B_C2,11B,84,84.0,2924.0,0.0074974358974358975,7.88,2.9,30.2,7.8,,10.5
V11B_C2,11B,91,91.0,3281.0,0.008412820512820513,7.88,3.0,29.8,7.8,28.0,12.5
V11B_C2,11B,98,98.0,3666.0,0.0094,7.88,3.6,29.7,7.8,,12.8
V11B_C2,11B,105,105.0,4087.0,0.01047948717948718,7.88,5.1,29.5,7.9,27.0,13.0
V11B_C2,11B,112,112.0,4507.0,0.011556410256410257,7.88,3.1,30.0,8.0,27.0,14.0
V11B_C2,11B,119,119.0,4897.0,0.012556410256410256,7.88,3.1,29.3,8.0,,15.0
V11B_C2,11B,126,126.0,5317.0,0.013633333333333334,7.88,2.8,29.3,8.0,29.0,16.5
V11B_C2,11B,133,133.0,5707.0,0.014633333333333333,7.88,4.0,28.7,8.0,30.0,17.0
V11B_C2,11B,140,140.0,5997.0,0.015376923076923076,7.88,4.2,28.7,8.0,31.0,19.0
V11B_C2,11B,147,147.0,6312.0,0.016184615384615384,7.88,3.1,28.1,8.0,32.0,19.6
V11B_C2,11B,154,154.0,6582.0,0.016876923076923078,7.88,3.4,27.1,8.0,30.0,21.5
V11B_C2,11B,161,161.0,6827.0,0.017505128205128204,7.88,5.1,27.4,8.0,30.0,23.0
V11B_C2,11B,168,168.0,7072.0,0.018133333333333335,7.88,4.4,27.5,8.0,30.0,24.0
V11B_C3,11B,21,13.0,48.0,0.0001032258064516129,9.39,5.5,26.2,8.2,30.0,1.1
V11B_C3,11B,28,20.0,76.0,0.00016344086021505375,9.39,4.2,27.2,8.3,30.0,1.5
V11B_C3,11B,35,27.0,125.0,0.00026881720430107527,9.39,3.8,27.6,8.3,30.0,3.1
V11B_C3,11B,42,34.0,263.0,0.0005655913978494624,9.39,3.9,26.5,8.3,30.0,4.7
V11B_C3,11B,49,41.0,523.0,0.0011247311827956988,9.39,2.2,28.0,8.3,29.0,5.3
V11B_C3,11B,56,48.0,863.0,0.0018559139784946237,9.39,3.5,28.2,8.3,30.0,5.9
V11B_C3,11B,63,55.0,1248.0,0.0026838709677419353,9.39,4.2,27.6,8.3,30.0,7.3
V11B_C3,11B,70,62.0,1633.0,0.0035118279569892473,9.39,3.5,27.3,8.3,32.0,8.5
V11B_C3,11B,77,69.0,2033.0,0.004372043010752688,9.39,3.4,27.8,8.3,31.0,10.2
V11B_C3,11B,84,76.0,2526.0,0.005432258064516129,9.39,2.8,28.4,8.3,31.0,12.0
V11B_C3,11B,91,83.0,3015.0,0.006483870967741935,9.39,3.2,27.3,8.3,32.0,14.0
V11B_C3,11B,98,90.0,3505.0,0.007537634408602151,9.39,2.8,28.2,8.3,32.0,15.0
V11B_C3,11B,105,97.0,4000.0,0.008602150537634409,9.39,2.1,27.4,8.3,32.0,15.5
V11B_C3,11B,112,104.0,4525.0,0.009731182795698925,9.39,2.9,28.0,8.2,35.0,17.0
V11B_C4,11B,14,4.0,173.0,0.0005440251572327044,6.42,3.2,28.3,8.3,36.0,3.0
V11B_C4,11B,21,11.0,368.0,0.0011572327044025157,6.42,4.9,28.3,8.2,38.0,5.1
V11B_C4,11B,28,18.0,598.0,0.0018805031446540881,6.42,4.4,29.2,8.2,38.0,6.8
V11B_C4,11B,35,25.0,840.0,0.0026415094339622643,6.42,5.1,28.5,8.2,,8.8
V11B_C4,11B,42,32.0,1099.0,0.0034559748427672957,6.42,3.8,29.2,8.4,36.0,10.5
V11B_C4,11B,49,39.0,1424.0,0.004477987421383648,6.42,4.5,28.8,8.4,37.0,10.8
V11B_C4,11B,56,46.0,1779.0,0.00559433962264151,6.42,3.3,28.6,8.1,37.0,12.3
V11B_C4,11B,63,52.0,2165.0,0.0068081761006289305,6.42,3.7,29.1,8.1,37.0,13.8
V11B_C4,11B,70,60.0,,,6.42,2.3,29.8,8.1,36.0,13.9
V11B_C4,11B,77,67.0,2834.0,0.008911949685534592,6.42,3.3,30.5,,35.0,15.5
V11B_C4,11B,84,74.0,3192.0,0.010037735849056604,6.42,3.6,29.6,8.4,35.0,16.5
V11B_C4,11B,91,81.0,3560.0,0.01119496855345912,6.42,3.3,29.1,8.8,35.0,17.7
V11B_C4,11B,98,88.0,3938.0,0.012383647798742138,6.42,,,,35.0,17.7
V11B_C4,11B,105,95.0,4140.0,0.013018867924528301,6.42,3.3,28.5,8.9,35.0,19.0
V11B_C4,11B,112,102.0,4300.0,0.013522012578616353,6.42,3.1,28.7,8.6,34.0,19.6
V11B_C5,11B,14,14.0,101.0,0.00018035714285714286,11.31,4.6,29.6,8.8,28.0,3.3
V11B_C5,11B,21,21.0,197.0,0.0003517857142857143,11.31,3.5,30.1,8.8,26.0,6.1
V11B_C5,11B,35,35.0,500.0,0.0008928571428571428,11.31,2.3,27.5,8.8,22.0,9.1
V11B_C5,11B,42,42.0,721.0,0.0012875,11.31,,,,25.0,12.0
V11B_C5,11B,49,49.0,925.0,0.0016517857142857144,11.31,,,,,12.7
V11B_C5,11B,56,56.0,1135.0,0.0020267857142857145,11.31,4.3,29.3,8.6,,14.0
V11B_C5,11B,63,63.0,1345.0,0.0024017857142857144,11.31,3.7,28.1,8.6,20.0,16.5
V11B_C5,11B,70,70.0,1555.0,0.0027767857142857143,11.31,3.6,29.0,8.6,17.0,19.0
V11B_C5,11B,77,77.0,1735.0,0.0030982142857142857,11.31,4.3,29.5,8.6,20.0,20.5
V11B_C5,11B,84,84.0,1915.0,0.003419642857142857,11.31,4.3,29.3,8.5,20.0,21.0
V11B_C5,11B,91,91.0,2115.0,0.0037767857142857143,11.31,4.4,27.8,8.5,,21.0
V11B_C5,11B,98,98.0,2325.0,0.004151785714285715,11.31,4.3,27.9,8.5,21.0,21.3
V11B_C5,11B,105,105.0,2505.0,0.004473214285714286,11.31,3.4,28.3,,20.0,22.0
V11B_C5,11B,112,112.0,2715.0,0.0048482142857142856,11.31,3.9,27.6,8.4,16.0,22.0
V11B_C6,11B,14,4.0,65.0,0.00013,10.1,5.5,27.5,,6.0,5.3
V11B_C6,11B,21,11.0,300.0,0.0006,10.1,4.2,26.5,,7.0,8.5
V11B_C6,11B,28,18.0,551.0,0.001102,10.1,3.5,25.8,9.1,10.0,10.8
V11B_C6,11B,35,25.0,821.0,0.001642,10.1,4.4,27.0,9.1,10.0,13.0
V11B_C6,11B,42,32.0,1066.0,0.002132,10.1,4.0,26.5,9.0,10.0,16.0
V11B_C6,11B,49,39.0,1284.0,0.002568,10.1,5.1,27.3,9.0,,18.0
V11B_C7,11B,14,7.0,21.0,4.883720930232558e-05,8.69,3.1,26.4,8.3,28.0,4.0
V11B_C7,11B,21,14.0,42.0,9.767441860465116e-05,8.69,1.5,26.2,8.3,28.0,4.8
V11B_C7,11B,28,21.0,84.0,0.00019534883720930232,8.69,2.6,26.8,8.9,30.0,1.1
V11B_C7,11B,35,28.0,147.0,0.0003418604651162791,8.69,3.3,27.0,8.9,30.0,3.0
V11B_C7,11B,42,35.0,282.0,0.0006558139534883721,8.69,3.7,26.5,8.8,30.0,3.8
V11B_C7,11B,49,42.0,470.0,0.0010930232558139534,8.69,3.4,27.3,8.8,30.0,5.0
V11B_C7,11B,56,49.0,666.0,0.0015488372093023256,8.69,3.6,27.3,8.7,30.0,5.5
V11B_C7,11B,63,56.0,890.0,0.002069767441860465,8.69,3.0,26.6,8.7,33.0,5.9
V11B_C7,11B,70,63.0,1175.0,0.0027325581395348836,8.69,3.3,27.8,8.7,30.0,7.0
V11B_C7,11B,77,70.0,1493.0,0.003472093023255814,8.69,2.1,26.6,8.7,30.0,7.5
V11B_C7,11B,84,77.0,1835.0,0.004267441860465116,8.69,3.3,27.0,8.7,35.0,8.5
V11B_C7,11B,98,91.0,2579.0,0.0059976744186046515,8.69,4.2,28.4,8.9,36.0,10.2
V11B_C7,11B,105,98.0,2889.0,0.006718604651162791,8.69,1.5,29.0,8.9,38.0,12.0
V11B_C8,11B,42,26.0,200.0,0.00044444444444444447,9.09,4.2,28.8,8.9,38.0,2.3
V11B_C8,11B,49,34.0,400.0,0.0008888888888888889,9.09,1.5,29.6,8.9,,3.1
V11B_C8,11B,56,41.0,680.0,0.001511111111111111,9.09,3.6,29.6,8.6,35.0,3.4
V11B_C8,11B,63,48.0,1040.0,0.002311111111111111,9.09,2.8,29.1,8.7,32.0,5.0
V11B_C8,11B,70,55.0,1425.0,0.0031666666666666666,9.09,3.1,29.2,8.7,30.0,7.0
V11B_C8,11B,77,62.0,1845.0,0.0041,9.09,2.0,29.1,8.7,,7.5
V11B_C8,11B,84,69.0,2280.0,0.005066666666666666,9.09,2.9,29.7,8.8,33.0,8.7
V11B_C8,11B,91,76.0,2675.0,0.005944444444444444,9.09,2.6,29.0,8.8,30.0,9.5
V11B_C8,11B,98,83.0,3125.0,0.006944444444444444,9.09,,,,23.0,10.0
V11B_C8,11B,105,90.0,3515.0,0.007811111111111111,9.09,3.4,29.3,8.8,20.0,11.4
V11B_C8,11B,112,97.0,3870.0,0.0086,9.09,2.9,29.2,8.8,21.0,11.4
V11B_C8,11B,119,104.0,4220.0,0.009377777777777778,9.09,3.5,29.0,8.8,,11.4
V11B_C8,11B,126,111.0,4610.0,0.010244444444444445,9.09,2.8,29.6,8.8,,11.4
V11B_C8,11B,133,118.0,5010.0,0.011133333333333334,9.09,1.6,29.2,8.8,,14.5
V11C_C1,11C,35,28.0,110.0,0.0004583333333333333,8.05,5.0,26.1,8.7,25.0,2.3
V11C_C1,11C,42,35.0,187.0,0.0007791666666666666,8.05,3.8,26.8,8.7,27.0,4.0
V11C_C1,11C,49,42.0,293.0,0.0012208333333333333,8.05,4.6,27.9,8.7,31.0,5.0
V11C_C1,11C,56,49.0,413.0,0.0017208333333333333,8.05,3.6,28.1,8.7,30.0,5.6
V11C_C1,11C,63,56.0,543.0,0.0022625,8.05,4.6,27.9,8.7,33.0,6.4
V11C_C1,11C,70,63.0,708.0,0.00295,8.05,3.9,28.3,8.7,30.0,6.8
V11C_C1,11C,77,70.0,883.0,0.0036791666666666665,8.05,3.8,27.5,8.7,34.0,8.0
V11C_C1,11C,84,77.0,1058.0,0.0044083333333333335,8.05,5.1,27.5,8.2,33.0,8.0
V11C_C1,11C,91,84.0,1223.0,0.005095833333333333,8.05,4.7,28.6,8.2,36.0,10.0
V11C_C1,11C,98,91.0,1403.0,0.005845833333333333,8.05,3.6,28.8,8.2,36.0,11.3
V11C_C1,11C,105,98.0,1624.0,0.0067666666666666665,8.05,4.1,28.4,8.2,35.0,11.5
V11C_C1,11C,112,105.0,1834.0,0.007641666666666666,8.05,3.7,28.3,8.2,37.0,11.7
V11C_C1,11C,119,112.0,2004.0,0.00835,8.05,4.4,28.1,8.2,40.0,13.5
V11C_C1,11C,126,119.0,2214.0,0.009225,8.05,3.0,27.9,8.2,40.0,15.3
V11C_C1,11C,133,126.0,2369.0,0.009870833333333334,8.05,3.9,29.4,8.2,39.0,16.0
V11C_C1,11C,140,133.0,2549.0,0.010620833333333333,8.05,5.0,28.2,8.2,40.0,18.5
V11C_C1,11C,147,140.0,2729.0,0.011370833333333333,8.05,4.7,28.0,8.2,40.0,19.1
V11C_C1,11C,154,147.0,2894.0,0.012058333333333334,8.05,4.3,28.6,8.2,38.0,22.0
V11C_C2,11C,21,15.0,60.0,0.00022222222222222223,9.06,4.9,29.6,8.3,40.0,1.8
V11C_C2,11C,28,22.0,110.0,0.0004074074074074074,9.06,4.5,28.6,8.3,40.0,2.5
V11C_C2,11C,35,29.0,237.0,0.0008777777777777778,9.06,4.3,29.5,8.3,40.0,3.3
V11C_C2,11C,42,36.0,427.0,0.0015814814814814815,9.06,3.5,29.4,8.3,39.0,4.3
V11C_C2,11C,49,43.0,637.0,0.0023592592592592593,9.06,4.2,29.9,7.8,38.0,5.5
V11C_C2,11C,56,50.0,832.0,0.0030814814814814815,9.06,4.0,29.5,7.8,40.0,7.3
V11C_C2,11C,63,57.0,1075.0,0.003981481481481482,9.06,3.6,29.0,7.8,38.0,7.8
V11C_C2,11C,70,64.0,1315.0,0.00487037037037037,9.06,3.6,29.6,7.8,37.0,9.0
V11C_C2,11C,77,71.0,1560.0,0.0057777777777777775,9.06,2.0,28.3,7.8,35.0,10.5
V11C_C2,11C,84,78.0,1803.0,0.006677777777777778,9.06,3.0,29.4,7.8,33.0,12.5
V11C_C2,11C,91,85.0,2043.0,0.007566666666666667,9.06,2.2,30.3,7.8,,14.5
V11C_C2,11C,98,92.0,2248.0,0.008325925925925926,9.06,3.9,30.1,7.8,28.0,17.0
V11C_C2,11C,105,99.0,2443.0,0.009048148148148149,9.06,2.1,29.6,7.9,,18.8
V11C_C2,11C,112,106.0,2678.0,0.00991851851851852,9.06,3.3,29.5,7.9,28.0,21.3
V11C_C3,11C,21,13.0,52.0,0.0001873198847262248,9.32,4.0,28.9,8.2,29.0,3.0
V11C_C3,11C,28,20.0,100.0,0.00036023054755043225,9.32,3.8,28.5,8.2,32.0,5.0
V11C_C3,11C,35,27.0,135.0,0.0004863112391930836,9.32,3.3,29.0,8.2,30.0,5.0
V11C_C3,11C,42,34.0,,,9.32,4.0,28.0,8.2,34.0,6.5
V11C_C4,11C,35,25.0,118.0,0.000472,8.39,4.6,27.8,8.1,29.0,3.0
V11C_C4,11C,42,32.0,200.0,0.0008,8.39,3.1,27.4,8.1,30.0,4.0
V11C_C4,11C,49,39.0,340.0,0.00136,8.39,3.4,26.3,8.1,30.0,5.5
V11C_C4,11C,56,46.0,545.0,0.00218,8.39,3.3,27.0,8.1,30.0,6.7
V11C_C4,11C,63,53.0,820.0,0.00328,8.39,2.8,27.3,8.1,30.0,7.1
V11C_C4,11C,70,60.0,1100.0,0.0044,8.39,3.0,26.7,8.1,30.0,9.1
V11C_C4,11C,77,67.0,1415.0,0.00566,8.39,1.8,27.6,8.1,28.0,10.5
V11C_C4,11C,84,74.0,1730.0,0.00692,8.39,3.2,28.4,8.1,30.0,11.1
V11C_C4,11C,91,81.0,2080.0,0.00832,8.39,3.7,27.6,8.1,30.0,12.8
V11C_C4,11C,98,88.0,2410.0,0.00964,8.39,4.1,27.3,8.1,30.0,15.0
V11C_C5,11C,21,18.0,71.0,0.0002730769230769231,8.72,5.2,27.0,8.0,32.0,2.2
V11C_C5,11C,28,25.0,101.0,0.0003884615384615385,8.72,4.5,28.2,8.0,34.0,3.2
V11C_C5,11C,35,32.0,189.0,0.0007269230769230769,8.72,4.0,27.7,8.0,35.0,4.5
V11C_C5,11C,42,39.0,303.0,0.0011653846153846154,8.72,2.3,28.3,8.0,37.0,5.8
V11C_C5,11C,49,46.0,426.0,0.0016384615384615385,8.72,3.8,28.3,8.0,37.0,5.8
V11C_C5,11C,56,53.0,596.0,0.0022923076923076924,8.72,2.5,28.8,8.0,39.0,6.6
V11C_C5,11C,70,67.0,981.0,0.0037730769230769233,8.72,4.4,29.0,8.5,35.0,9.0
V11C_C5,11C,77,74.0,1191.0,0.004580769230769231,8.72,5.1,28.5,8.5,35.0,9.0
V11C_C5,11C,84,81.0,1426.0,0.005484615384615385,8.72,4.0,28.5,8.5,34.0,9.6
V11C_C5,11C,91,88.0,1686.0,0.006484615384615385,8.72,2.3,29.1,8.5,35.0,10.5
V11C_C5,11C,98,95.0,1951.0,0.0075038461538461535,8.72,1.6,29.6,8.5,33.0,10.6
V11C_C5,11C,105,102.0,2166.0,0.00833076923076923,8.72,3.5,30.2,,32.0,11.6
V11C_C5,11C,112,109.0,2381.0,0.009157692307692308,8.72,,,,35.0,12.2
V11C_C5,11C,119,116.0,2621.0,0.01008076923076923,8.72,2.6,29.5,8.8,35.0,12.5
V11C_C5,11C,126,123.0,2856.0,0.010984615384615384,8.72,,,,35.0,12.8
V11C_C5,11C,133,130.0,3066.0,0.011792307692307692,8.72,2.6,28.5,8.8,35.0,13.0
V11C_C5,11C,140,137.0,3276.0,0.0126,8.72,3.0,28.8,8.8,33.0,13.3
V11C_C5,11C,147,144.0,3481.0,0.013388461538461538,8.72,3.0,29.7,8.8,35.0,13.5
V11C_C5,11C,154,151.0,3691.0,0.014196153846153846,8.72,2.5,28.7,8.8,35.0,16.0
V11C_C5,11C,161,158.0,3876.0,0.014907692307692308,8.72,2.3,30.0,8.8,32.0,16.0
V11C_C5,11C,168,165.0,3981.0,0.015311538461538462,8.72,4.0,29.7,8.8,28.0,16.0
V11C_C5,11C,175,172.0,4041.0,0.015542307692307692,8.72,5.1,30.0,8.8,26.0,16.0
V11C_C5,11C,189,186.0,4181.0,0.016080769230769232,8.72,2.2,27.5,8.8,25.0,17.7
V11C_C7,11C,14,8.0,51.0,0.00023181818181818183,7.38,5.3,25.7,8.9,12.0,1.2
V11C_C7,11C,21,15.0,80.0,0.0003636363636363636,7.38,5.0,26.9,8.9,15.0,2.0
V11C_C7,11C,28,22.0,135.0,0.0006136363636363636,7.38,4.6,26.3,8.9,16.0,2.8
V11C_C7,11C,35,29.0,266.0,0.001209090909090909,7.38,5.0,27.2,8.9,,4.0
V11C_C7,11C,42,36.0,406.0,0.0018454545454545455,7.38,4.9,26.1,8.8,15.0,4.0
V11C_C7,11C,49,43.0,526.0,0.002390909090909091,7.38,4.8,26.0,8.8,18.0,4.0
V11C_C7,11C,56,50.0,691.0,0.003140909090909091,7.38,4.0,26.0,8.8,20.0,4.8
V11C_C7,11C,63,57.0,856.0,0.0038909090909090907,7.38,4.2,26.6,8.6,23.0,4.8
V11C_C7,11C,70,64.0,1046.0,0.004754545454545455,7.38,4.7,26.7,8.9,23.0,6.0
V11C_C7,11C,77,71.0,1265.0,0.00575,7.38,4.1,26.8,8.9,25.0,8.0
V11C_C7,11C,84,78.0,1468.0,0.006672727272727273,7.38,4.2,26.7,8.9,27.0,8.0
V11C_C7,11C,91,85.0,1678.0,0.007627272727272727,7.38,3.3,27.2,8.9,27.0,8.3
V11C_C7,11C,98,92.0,1869.0,0.008495454545454546,7.38,3.5,27.9,8.8,30.0,9.8
V11C_C7,11C,105,99.0,2083.0,0.009468181818181818,7.38,3.4,27.7,8.8,30.0,10.7
V11C_C7,11C,112,106.0,2291.0,0.010413636363636364,7.38,2.3,28.7,8.6,34.0,12.0
