ID_CULTIVO,VIVEIRO,ORDEM,DIAS,RACAO_ACUM,RACAO_ACUM_POR_PL,DENSIDADE_PL_M2,SUP_05,TEMP_05,PH_05,SAL_14,PESO
V11C_C7,11C,119,112.0,2478.0,0.011263636363636363,7.38,3.8,26.9,8.6,35.0,13.8
V11C_C7,11C,126,119.0,2681.0,0.012186363636363636,7.38,3.6,27.6,8.6,35.0,14.4
V11C_C7,11C,140,133.0,3011.0,0.013686363636363637,7.38,4.5,28.1,8.9,35.0,14.5
V11C_C8,11C,28,19.0,60.0,0.00024,8.39,4.8,28.4,8.8,35.0,2.7
V11C_C8,11C,35,26.0,92.0,0.000368,8.39,4.3,29.7,8.8,35.0,3.4
V11C_C8,11C,42,33.0,245.0,0.00098,8.39,,,,36.0,4.0
V11C_C8,11C,49,40.0,450.0,0.0018,8.39,3.6,28.7,8.8,35.0,6.2
V11C_C8,11C,56,47.0,696.0,0.002784,8.39,2.5,29.8,8.8,,7.4
V11C_C8,11C,63,54.0,951.0,0.003804,8.39,2.7,29.4,8.8,33.0,9.0
V11C_C8,11C,70,61.0,1236.0,0.004944,8.39,2.6,29.2,8.8,33.0,10.8
V11C_C8,11C,77,68.0,1521.0,0.006084,8.39,3.5,29.8,8.8,33.0,13.0
V11C_C8,11C,84,75.0,1851.0,0.007404,8.39,3.5,28.9,8.8,,14.5
V11C_C8,11C,91,82.0,2201.0,0.008804,8.39,3.6,29.5,8.8,34.0,15.0
V11C_C8,11C,98,89.0,2556.0,0.010224,8.39,5.0,29.1,8.8,30.0,16.0
V11C_C8,11C,105,96.0,2886.0,0.011544,8.39,,,,25.0,18.0
V12A_C1,12A,28,24.0,144.0,0.00011755102040816326,5.42,5.2,26.8,8.4,27.0,2.2
V12A_C1,12A,35,31.0,204.0,0.00016653061224489795,5.42,3.5,26.9,8.4,28.0,4.0
V12A_C1,12A,42,38.0,272.0,0.0002220408163265306,5.42,3.4,27.0,8.4,30.0,6.5
V12A_C1,12A,49,45.0,662.0,0.0005404081632653061,5.42,3.6,,8.4,33.0,8.5
V12A_C1,12A,56,52.0,1397.0,0.001140408163265306,5.42,3.3,27.9,8.4,33.0,9.1
V12A_C1,12A,63,59.0,2177.0,0.0017771428571428571,5.42,4.4,26.6,8.4,35.0,9.5
V12A_C1,12A,70,66.0,3147.0,0.002568979591836735,5.42,5.0,27.6,8.4,34.0,9.9
V12A_C1,12A,77,73.0,4167.0,0.0034016326530612244,5.42,4.5,27.0,8.4,39.0,11.3
V12A_C1,12A,84,80.0,5217.0,0.0042587755102040815,5.42,3.2,28.8,8.0,39.0,11.8
V12A_C1,12A,91,87.0,6150.0,0.005020408163265306,5.42,2.9,28.6,8.6,37.0,12.8
V12A_C1,12A,98,94.0,7130.0,0.005820408163265306,5.42,2.8,28.5,8.6,40.0,14.5
V12A_C1,12A,105,101.0,7880.0,0.00643265306122449,5.42,2.8,28.3,8.6,40.0,16.5
V12A_C1,12A,112,108.0,8760.0,0.0071510204081632655,5.42,2.7,27.8,8.6,41.0,17.5
V12A_C1,12A,119,115.0,9720.0,0.007934693877551021,5.42,3.1,29.5,8.6,40.0,19.3
V12A_C1,12A,126,122.0,10750.0,0.008775510204081632,5.42,3.2,28.2,8.6,41.0,20.3
V12A_C2,12A,28,14.0,72.0,5.179856115107914e-05,6.15,5.0,29.7,8.6,40.0,1.7
V12A_C2,12A,35,21.0,144.0,0.00010359712230215827,6.15,5.6,28.7,8.3,40.0,3.0
V12A_C2,12A,42,28.0,214.0,0.0001539568345323741,6.15,4.6,30.4,8.3,40.0,4.6
V12A_C2,12A,49,35.0,538.0,0.0003870503597122302,6.15,4.3,29.3,8.3,40.0,5.5
V12A_C2,12A,56,42.0,938.0,0.0006748201438848921,6.15,3.0,28.4,7.9,41.0,6.0
V12A_C2,12A,63,49.0,1628.0,0.0011712230215827337,6.15,4.5,29.4,7.9,40.0,8.0
V12A_C2,12A,70,56.0,2368.0,0.0017035971223021583,6.15,2.4,,7.9,40.0,9.3
V12A_C2,12A,77,63.0,3308.0,0.0023798561151079137,6.15,3.3,29.5,7.9,40.0,10.5
V12A_C2,12A,84,70.0,4305.0,0.0030971223021582736,6.15,7.7,28.1,7.9,36.0,11.5
V12A_C2,12A,91,77.0,5155.0,0.00370863309352518,6.15,2.2,27.8,7.9,33.0,13.0
V12A_C2,12A,98,84.0,6045.0,0.004348920863309353,6.15,3.5,29.5,7.8,,16.0
V12A_C2,12A,105,91.0,6945.0,0.004996402877697842,6.15,4.2,29.2,7.8,29.0,17.5
V12A_C2,12A,112,98.0,7885.0,0.005672661870503597,6.15,2.3,27.5,7.8,,19.0
V12A_C2,12A,119,105.0,8935.0,0.0064280575539568344,6.15,2.5,27.2,7.8,28.0,20.0
V12A_C2,12A,126,112.0,9515.0,0.006845323741007194,6.15,5.5,29.3,7.9,29.0,21.0
V12A_C2,12A,133,119.0,10095.0,0.007262589928057554,6.15,2.6,27.1,7.9,,22.0
V12A_C2,12A,140,126.0,10725.0,0.007715827338129496,6.15,4.4,29.3,7.9,30.0,22.0
V12A_C2,12A,147,133.0,11075.0,0.007967625899280576,6.15,4.1,27.8,7.9,33.0,23.0
V12A_C2,12A,154,140.0,11385.0,0.008190647482014389,6.15,3.1,26.1,7.9,32.0,24.0
V12A_C2,12A,161,147.0,11495.0,0.00826978417266187,6.15,3.5,26.4,7.9,34.0,24.6
V12A_C3,12A,35,19.0,150.0,0.00010714285714285714,6.19,2.5,27.4,8.3,28.0,1.4
V12A_C3,12A,42,26.0,220.0,0.00015714285714285713,6.19,3.2,25.7,8.2,30.0,3.5
V12A_C3,12A,49,33.0,275.0,0.00019642857142857144,6.19,3.4,24.5,8.2,29.0,5.0
V12A_C3,12A,56,40.0,345.0,0.00024642857142857143,6.19,3.4,27.0,8.2,30.0,5.5
V12A_C3,12A,63,47.0,415.0,0.00029642857142857145,6.19,3.3,25.5,8.2,30.0,5.5
V12A_C3,12A,70,54.0,615.0,0.00043928571428571427,6.19,3.5,24.8,8.2,30.0,6.3
V12A_C3,12A,77,61.0,975.0,0.0006964285714285715,6.19,3.4,27.1,8.2,29.0,6.9
V12A_C3,12A,84,68.0,1640.0,0.0011714285714285715,6.19,2.6,28.1,8.2,30.0,7.9
V12A_C3,12A,91,75.0,2420.0,0.0017285714285714285,6.19,3.3,26.0,8.2,30.0,8.9
V12A_C3,12A,98,82.0,3260.0,0.0023285714285714285,6.19,3.0,25.6,8.2,30.0,10.5
V12A_C3,12A,105,89.0,4190.0,0.002992857142857143,6.19,3.2,25.7,8.2,31.0,11.8
V12A_C3,12A,112,96.0,5190.0,0.003707142857142857,6.19,2.9,27.7,8.2,31.0,12.6
V12A_C3,12A,119,103.0,6130.0,0.004378571428571429,6.19,3.6,26.4,8.2,32.0,12.6
V12A_C3,12A,126,110.0,7240.0,0.005171428571428572,6.19,3.1,27.4,8.7,32.0,13.6
V12A_C3,12A,133,117.0,8500.0,0.006071428571428571,6.19,3.6,26.9,8.2,32.0,14.8
V12A_C3,12A,140,124.0,9880.0,0.007057142857142857,6.19,3.4,28.2,8.2,33.0,16.5
V12A_C3,12A,147,131.0,11060.0,0.0079,6.19,2.5,24.8,8.2,35.0,16.5
V12A_C3,12A,154,138.0,12000.0,0.008571428571428572,6.19,2.1,28.4,8.2,37.0,16.5
V12A_C3,12A,161,145.0,13080.0,0.009342857142857142,6.19,3.9,28.1,8.2,37.0,16.5
V12A_C4,12A,28,12.0,203.9,0.00014062068965517243,6.41,4.1,27.4,8.5,30.0,1.3
V12A_C4,12A,35,19.0,273.9,0.00018889655172413792,6.41,4.0,29.5,8.5,30.0,3.0
V12A_C4,12A,42,26.0,393.9,0.0002716551724137931,6.41,3.6,29.7,,32.0,3.7
V12A_C4,12A,49,33.0,573.9,0.00039579310344827585,6.41,,,,33.0,5.2
V12A_C4,12A,56,40.0,843.9,0.0005819999999999999,6.41,3.1,29.7,8.8,33.0,6.8
V12A_C4,12A,63,47.0,1343.9,0.0009268275862068966,6.41,,,,35.0,8.2
V12A_C4,12A,70,54.0,2023.9,0.001395793103448276,6.41,2.9,27.3,8.8,35.0,9.5
V12A_C4,12A,77,61.0,2753.9,0.001899241379310345,6.41,3.3,27.8,8.8,34.0,10.0
V12A_C4,12A,84,68.0,3563.9,0.0024578620689655172,6.41,2.8,28.8,8.8,35.0,11.5
V12A_C4,12A,91,75.0,4473.9,0.0030854482758620686,6.41,3.6,26.7,8.8,35.0,11.5
V12A_C4,12A,98,82.0,5473.9,0.003775103448275862,6.41,4.8,30.4,8.8,32.0,11.6
V12A_C4,12A,105,89.0,6373.9,0.004395793103448275,6.41,2.7,28.5,8.8,28.0,12.1
V12A_C4,12A,112,96.0,7083.9,0.004885448275862069,6.41,2.6,28.9,8.8,26.0,12.6
V12A_C4,12A,126,110.0,8853.9,0.006106137931034482,6.41,1.9,26.4,8.8,25.0,16.0
V12A_C4,12A,133,117.0,9833.9,0.006782,6.41,,,,25.0,16.7
V12A_C4,12A,140,124.0,10683.9,0.007368206896551724,6.41,,,,,18.5
V12A_C4,12A,147,131.0,11733.9,0.008092344827586207,6.41,,,,,21.5
V12A_C4,12A,154,138.0,12693.9,0.008754413793103448,6.41,1.8,27.0,8.3,21.0,21.5
V12A_C4,12A,161,145.0,13713.9,0.009457862068965516,6.41,1.1,27.1,8.3,19.0,21.5
V12A_C4,12A,168,152.0,14913.9,0.010285448275862068,6.41,3.0,28.2,8.3,20.0,21.8
V12A_C4,12A,175,159.0,15963.9,0.011009586206896552,6.41,3.9,28.9,8.3,22.0,22.8
V12A_C4,12A,182,166.0,16758.9,0.011557862068965518,6.41,4.5,26.5,8.3,,22.8
V12A_C4,12A,189,173.0,17268.9,0.011909586206896553,6.41,5.0,27.6,8.3,,22.8
V12A_C5,12A,28,21.0,144.0,9.6e-05,6.63,4.9,25.7,,10.0,1.8
V12A_C5,12A,35,28.0,217.0,0.00014466666666666667,6.63,4.8,25.0,,10.0,3.0
V12A_C5,12A,42,35.0,379.0,0.00025266666666666666,6.63,4.6,24.1,8.9,10.0,4.0
V12A_C5,12A,49,42.0,939.0,0.000626,6.63,2.7,25.8,8.9,12.0,4.8
V12A_C5,12A,56,49.0,1789.0,0.0011926666666666667,6.63,4.0,24.6,8.9,13.0,5.7
V12A_C5,12A,63,56.0,2729.0,0.0018193333333333334,6.63,3.3,26.6,8.9,,5.9
V12A_C5,12A,70,63.0,3929.0,0.0026193333333333333,6.63,3.8,24.5,8.9,15.0,7.4
V12A_C5,12A,77,70.0,5339.0,0.003559333333333333,6.63,2.6,25.2,8.9,20.0,7.4
V12A_C5,12A,84,77.0,6804.0,0.004536,6.63,3.2,24.8,8.9,20.0,8.7
V12A_C5,12A,91,84.0,8154.0,0.005436,6.63,3.8,26.2,8.9,22.0,10.0
V12A_C5,12A,98,91.0,9464.0,0.0063093333333333335,6.63,2.5,25.3,8.9,23.0,10.0
V12A_C5,12A,105,98.0,10404.0,0.006936,6.63,3.0,25.6,8.9,25.0,12.0
V12A_C5,12A,112,105.0,11584.0,0.007722666666666667,6.63,2.8,25.9,8.9,27.0,12.4
V12A_C5,12A,119,113.0,12734.0,0.008489333333333333,6.63,2.2,26.6,8.9,28.0,14.0
V12A_C5,12A,126,120.0,13474.0,0.008982666666666667,6.63,2.5,27.3,8.8,30.0,15.2
V12A_C5,12A,133,127.0,14624.0,0.009749333333333334,6.63,3.3,27.7,8.8,30.0,16.0
V12A_C5,12A,140,134.0,15164.0,0.010109333333333333,6.63,5.2,28.3,8.8,34.0,16.3
V12A_C6,12A,35,21.0,135.0,9e-05,6.63,4.0,28.4,9.0,38.0,2.2
V12A_C6,12A,42,28.0,217.0,0.00014466666666666667,6.63,3.0,27.1,9.0,,3.2
V12A_C6,12A,49,35.0,377.0,0.00025133333333333333,6.63,2.9,28.8,8.9,36.0,4.4
V12A_C6,12A,56,42.0,647.0,0.0004313333333333333,6.63,2.5,27.1,8.9,38.0,5.5
V12A_C6,12A,63,49.0,1052.0,0.0007013333333333333,6.63,1.6,29.8,8.8,38.0,6.4
V12A_C6,12A,70,56.0,1812.0,0.001208,6.63,,,,38.0,7.0
V12A_C6,12A,77,63.0,2662.0,0.0017746666666666666,6.63,2.8,28.4,,38.0,8.2
V12A_C6,12A,84,70.0,3737.0,0.0024913333333333332,6.63,2.7,,8.8,,9.2
V12A_C6,12A,91,77.0,4697.0,0.003131333333333333,6.63,2.4,28.8,8.9,35.0,9.8
V12A_C6,12A,98,84.0,5687.0,0.003791333333333333,6.63,3.2,28.5,8.7,33.0,10.7
V12A_C6,12A,105,91.0,6797.0,0.004531333333333333,6.63,1.7,29.3,8.7,33.0,12.0
V12A_C6,12A,112,98.0,8107.0,0.005404666666666667,6.63,2.1,28.3,8.7,,14.0
V12A_C6,12A,119,105.0,9407.0,0.006271333333333334,6.63,2.8,29.2,8.7,35.0,16.0
V12A_C6,12A,126,112.0,10817.0,0.0072113333333333335,6.63,2.0,28.0,8.7,30.0,16.5
V12A_C6,12A,133,119.0,12307.0,0.008204666666666667,6.63,,,,25.0,18.2
V12A_C6,12A,140,126.0,13797.0,0.009198,6.63,3.0,28.7,8.7,23.0,18.8
V12A_C7,12A,28,6.0,120.0,0.00010909090909090909,4.87,3.5,28.3,8.9,28.0,3.8
V12A_C7,12A,35,13.0,710.0,0.0006454545454545454,4.87,3.5,27.6,8.9,30.0,5.8
V12A_C7,12A,42,20.0,1560.0,0.0014181818181818182,4.87,4.8,26.5,,27.0,8.0
V12A_C7,12A,49,27.0,2500.0,0.0022727272727272726,4.87,4.7,26.6,,28.0,9.0
V12A_C7,12A,63,41.0,4570.0,0.004154545454545454,4.87,3.7,27.0,,28.0,11.5
V12A_C7,12A,70,48.0,5590.0,0.005081818181818182,4.87,4.2,27.2,8.6,,11.8
V12B1_C1,12B1,21,13.0,24.0,0.0007868852459016393,12.55,6.1,27.0,7.7,25.0,1.8
V12B1_C1,12B1,28,20.0,34.5,0.0011311475409836065,12.55,,,,16.0,1.8
V12B1_C1,12B1,35,27.0,48.5,0.0015901639344262294,12.55,6.0,26.1,8.1,20.0,2.1
V12B1_C1,12B1,42,34.0,64.5,0.002114754098360656,12.55,6.0,25.8,8.1,18.0,2.8
V12B1_C1,12B1,49,41.0,85.5,0.00280327868852459,12.55,6.0,25.6,8.1,22.0,3.1
V12B1_C1,12B1,56,48.0,105.5,0.0034590163934426228,12.55,5.6,26.2,8.1,,4.1
V12B1_C1,12B1,63,55.0,127.5,0.004180327868852459,12.55,6.1,26.8,8.1,24.0,4.7
V12B1_C1,12B1,70,62.0,155.5,0.005098360655737705,12.55,6.1,26.3,8.1,21.0,5.5
V12B1_C1,12B1,77,69.0,183.5,0.0060163934426229505,12.55,6.1,26.0,8.1,21.0,5.8
V12B1_C1,12B1,84,76.0,211.5,0.006934426229508197,12.55,5.6,26.1,8.1,21.0,7.2
V12B1_C1,12B1,91,83.0,239.5,0.007852459016393443,12.55,6.6,25.9,8.1,24.0,8.4
V12B1_C1,12B1,98,90.0,267.5,0.008770491803278688,12.55,6.5,26.3,8.1,26.0,9.6
V12B1_C1,12B1,105,97.0,300.5,0.009852459016393443,12.55,6.1,27.4,8.1,29.0,10.6
V12B1_C1,12B1,112,104.0,335.5,0.011,12.55,6.0,27.5,8.1,30.0,11.9
V12B1_C1,12B1,119,111.0,370.5,0.012147540983606557,12.55,6.5,27.1,8.1,31.0,12.1
V12B1_C1,12B1,126,118.0,405.5,0.013295081967213115,12.55,6.0,27.5,8.1,30.0,13.4
V12B1_C1,12B1,133,125.0,442.5,0.014508196721311475,12.55,6.0,27.1,8.1,32.0,13.9
V12B1_C2,12B1,49,28.0,78.0,0.0026,12.35,5.2,27.3,8.5,38.0,1.7
V12B1_C2,12B1,56,35.0,105.0,0.0035,12.35,5.3,28.6,8.5,37.0,2.0
V12B1_C2,12B1,63,42.0,131.0,0.004366666666666666,12.35,6.0,28.0,8.5,38.0,2.5
V12B1_C2,12B1,70,49.0,157.0,0.005233333333333334,12.35,5.7,27.8,8.2,39.0,2.9
V12B1_C2,12B1,77,56.0,181.0,0.006033333333333333,12.35,5.6,28.6,8.2,39.0,3.4
V12B1_C2,12B1,84,56.0,212.0,0.007066666666666666,12.35,5.6,28.1,8.2,40.0,4.1
V12B1_C2,12B1,91,63.0,248.0,0.008266666666666667,12.35,5.5,28.3,8.2,40.0,4.6
V12B1_C2,12B1,98,70.0,283.0,0.009433333333333334,12.35,6.0,29.3,8.2,40.0,5.2
V12B1_C2,12B1,105,77.0,324.0,0.0108,12.35,5.5,28.4,8.1,35.0,6.2
V12B1_C2,12B1,112,84.0,370.0,0.012333333333333333,12.35,5.5,29.2,8.1,39.0,7.4
V12B1_C2,12B1,119,91.0,440.0,0.014666666666666666,12.35,5.1,29.1,8.1,40.0,8.3
V12B1_C2,12B1,126,98.0,510.0,0.017,12.35,4.1,28.3,7.5,39.0,9.2
V12B1_C2,12B1,133,105.0,578.0,0.019266666666666668,12.35,5.8,29.1,7.5,40.0,10.5
V12B1_C2,12B1,140,112.0,653.0,0.021766666666666667,12.35,5.7,28.6,7.5,38.0,11.9
V12B1_C2,12B1,147,119.0,723.0,0.0241,12.35,5.6,29.1,7.5,37.0,13.2
V12B1_C2,12B1,154,126.0,793.0,0.026433333333333333,12.35,5.9,27.9,7.5,33.0,14.5
V12B1_C2,12B1,161,133.0,863.0,0.028766666666666666,12.35,5.0,29.4,7.5,28.0,15.5
V12B1_C2,12B1,168,140.0,933.0,0.0311,12.35,5.6,29.6,7.5,,16.5
V12B1_C2,12B1,175,147.0,977.0,0.03256666666666667,12.35,5.2,29.4,7.5,26.0,17.0
V12B1_C2,12B1,182,154.0,1016.0,0.03386666666666667,12.35,4.1,29.2,7.5,,17.3
V12B1_C4,12B1,28,12.0,22.0,0.0004,22.63,5.8,26.1,8.2,22.0,1.3
V12B1_C4,12B1,35,19.0,36.0,0.0006545454545454545,22.63,6.0,27.1,8.2,23.0,1.5
V12B1_C4,12B1,42,26.0,56.0,0.0010181818181818183,22.63,5.5,28.0,8.2,22.0,1.6
V12B1_C4,12B1,49,33.0,77.0,0.0014,22.63,5.8,27.4,8.2,20.0,2.0
V12B1_C4,12B1,56,40.0,108.0,0.0019636363636363636,22.63,5.8,26.8,8.2,16.0,2.3
V12B1_C4,12B1,63,47.0,150.0,0.0027272727272727275,22.63,5.4,27.2,8.2,15.0,3.0
V12B1_C4,12B1,70,54.0,197.0,0.0035818181818181817,22.63,5.6,27.8,8.2,16.0,3.5
V12B1_C4,12B1,77,61.0,246.0,0.004472727272727272,22.63,5.3,27.1,8.2,13.0,3.8
V12B1_C4,12B1,84,68.0,295.0,0.005363636363636364,22.63,4.9,27.5,8.2,13.0,4.1
V12B1_C4,12B1,91,75.0,344.0,0.0062545454545454545,22.63,5.2,26.7,8.2,10.0,4.9
V12B1_C4,12B1,98,82.0,393.0,0.007145454545454545,22.63,5.1,27.5,8.2,10.0,7.0
V12B1_C4,12B1,105,89.0,435.0,0.007909090909090909,22.63,5.3,27.3,8.1,10.0,7.6
V12B1_C4,12B1,112,96.0,509.0,0.009254545454545455,22.63,4.5,27.9,8.1,10.0,8.6
V12B1_C4,12B1,126,110.0,815.0,0.014818181818181819,22.63,5.0,28.4,8.1,13.0,9.0
V12B1_C4,12B1,133,117.0,1037.0,0.018854545454545454,22.63,5.5,27.4,8.1,12.0,9.6
V12B1_C4,12B1,140,124.0,1280.0,0.02327272727272727,22.63,4.9,28.3,8.4,8.0,11.0
V12B1_C4,12B1,147,131.0,1583.0,0.028781818181818183,22.63,5.1,27.9,8.4,12.0,13.5
V12B1_C4,12B1,154,138.0,1916.0,0.03483636363636364,22.63,4.5,28.2,8.4,10.0,16.0
V12B1_C4,12B1,161,145.0,2280.0,0.04145454545454545,22.63,3.3,28.3,8.4,10.0,19.5
V12B1_C4,12B1,168,152.0,2630.0,0.047818181818181815,22.63,3.1,29.3,8.4,13.0,22.0
V12B1_C4,12B1,175,159.0,3009.0,0.05470909090909091,22.63,4.4,29.3,,13.0,23.5
V12B1_C4,12B1,182,166.0,3408.0,0.06196363636363637,22.63,,,,10.0,24.0
V12B1_C4,12B1,189,173.0,3814.0,0.06934545454545454,22.63,3.6,28.9,8.7,11.0,24.0
V12B1_C4,12B1,196,180.0,4202.0,0.0764,22.63,,,,10.0,25.0
V12B1_C4,12B1,203,187.0,4622.0,0.08403636363636363,22.63,2.9,27.9,8.1,10.0,25.0
V12B1_C4,12B1,210,194.0,5077.0,0.09230909090909091,22.63,3.4,28.0,8.1,11.0,26.0
V12B1_C4,12B1,224,208.0,5943.0,0.10805454545454546,22.63,4.5,28.5,8.1,11.0,27.3
V12B1_C4,12B1,231,215.0,6350.0,0.11545454545454545,22.63,4.1,29.3,8.1,11.0,27.3
V12B1_C4,12B1,238,222.0,6780.0,0.12327272727272727,22.63,4.4,28.4,,7.0,28.0
V12B1_C5,12B1,28,7.0,216.0,0.00864,10.29,4.6,28.2,8.4,11.0,2.8
V12B1_C5,12B1,35,14.0,348.0,0.01392,10.29,4.6,28.3,8.4,8.0,3.2
V12B1_C5,12B1,42,21.0,496.0,0.01984,10.29,4.8,29.0,8.4,2.0,3.3
V12B1_C5,12B1,49,28.0,671.0,0.02684,10.29,4.0,28.6,8.4,5.0,3.6
V12B1_C5,12B1,56,35.0,876.0,0.03504,10.29,4.6,27.8,8.4,,4.0
V12B1_C5,12B1,63,42.0,1113.0,0.04452,10.29,4.2,27.5,8.4,12.0,4.5
V12B1_C5,12B1,70,49.0,1381.0,0.05524,10.29,4.6,27.8,,5.0,5.0
V12B1_C5,12B1,77,56.0,1645.0,0.0658,10.29,4.7,27.2,8.2,5.0,5.5
V12B1_C5,12B1,84,63.0,1895.0,0.0758,10.29,5.1,27.2,8.2,2.0,5.7
V12B1_C5,12B1,91,70.0,2178.0,0.08712,10.29,4.5,27.5,,4.0,5.7
V12B1_C5,12B1,98,77.0,2481.0,0.09924,10.29,4.3,27.5,,1.0,6.4
V12B1_C5,12B1,105,84.0,2796.0,0.11184,10.29,4.2,26.0,,4.0,7.7
V12B1_C5,12B1,112,91.0,3137.0,0.12548,10.29,5.1,25.7,8.1,5.0,9.2
V12B1_C5,12B1,119,98.0,3481.0,0.13924,10.29,5.0,26.2,8.1,4.0,9.8
V12B1_C5,12B1,126,105.0,3824.0,0.15296,10.29,4.6,26.2,8.5,5.0,11.7
V12B1_C5,12B1,133,112.0,,,10.29,4.4,26.6,8.5,,12.4
V12B1_C6,12B1,14,8.0,205.0,0.008541666666666666,9.88,5.2,25.8,8.4,20.0,10.5
V12B1_C6,12B1,21,15.0,248.0,0.010333333333333333,9.88,4.7,26.5,8.4,20.0,12.0
V12B1_C6,12B1,28,22.0,297.0,0.012375,9.88,5.2,26.2,8.4,21.0,13.2
V12B1_C6,12B1,35,29.0,346.0,0.014416666666666666,9.88,5.8,26.5,8.4,10.0,14.0
V12B1_C6,12B1,42,36.0,427.0,0.017791666666666667,9.88,5.6,26.3,8.4,8.0,14.5
V12B1_C6,12B1,49,43.0,523.0,0.021791666666666668,9.88,5.5,26.7,8.9,4.0,14.5
V12B1_C6,12B1,56,50.0,643.0,0.026791666666666665,9.88,4.3,27.0,8.6,4.0,16.0
V12B1_C6,12B1,63,57.0,781.0,0.03254166666666667,9.88,4.4,27.1,8.6,2.0,18.5
V12B1_C6,12B1,70,64.0,923.0,0.03845833333333333,9.88,5.3,27.6,8.6,5.0,24.0
V12B1_C6,12B1,77,71.0,1153.0,0.04804166666666667,9.88,5.1,26.6,8.6,4.0,28.0
V12B1_C6,12B1,84,78.0,1346.0,0.05608333333333333,9.88,4.6,27.2,8.6,3.0,31.0
V12B1_C6,12B1,98,92.0,1741.0,0.07254166666666667,9.88,3.8,27.7,8.9,2.0,34.0
V12B1_C6,12B1,112,106.0,2245.0,0.09354166666666666,9.88,4.0,27.5,8.9,2.0,33.0
V12B1_C6,12B1,119,113.0,2560.0,0.10666666666666667,9.88,4.0,28.0,8.9,,34.0
V12B1_C6,12B1,126,120.0,2890.0,0.12041666666666667,9.88,3.1,28.6,8.9,8.0,7.0
V12B1_C6,12B1,133,127.0,3220.0,0.13416666666666666,9.88,3.7,28.0,8.0,9.0,9.0
V12B1_C7,12B1,49,27.0,402.0,0.0201,8.23,4.0,29.0,8.9,7.0,12.0
V12B1_C7,12B1,56,34.0,544.0,0.0272,8.23,4.0,29.1,8.9,4.0,12.5
V12B1_C7,12B1,63,41.0,769.0,0.03845,8.23,3.5,28.5,8.9,3.0,15.0
V12B1_C7,12B1,77,55.0,1304.0,0.0652,8.23,3.2,28.7,8.9,,20.0
V12B1_C7,12B1,84,62.0,1639.0,0.08195,8.23,2.7,28.5,8.9,,23.0
V12B1_C7,12B1,91,69.0,1989.0,0.09945,8.23,4.2,27.6,8.9,3.0,27.0
V12B1_C7,12B1,98,76.0,2359.0,0.11795,8.23,4.8,28.2,8.9,3.0,27.5
V12B1_C7,12B1,105,83.0,2759.0,0.13795,8.23,4.1,27.5,,13.0,27.5
V12B1_C7,12B1,112,90.0,3149.0,0.15745,8.23,3.1,28.0,,13.0,31.0
V12B1_C7,12B1,126,104.0,3904.0,0.1952,8.23,4.0,27.6,,10.0,34.5
V12B2_C1,12B2,49,22.0,18.0,0.0025714285714285713,5.74,6.5,26.6,8.2,34.0,1.0
V12B2_C1,12B2,56,29.0,25.0,0.0035714285714285713,5.74,6.5,27.0,8.1,34.0,1.9
V12B2_C1,12B2,63,36.0,32.0,0.004571428571428572,5.74,6.4,26.6,8.1,35.0,2.4
V12B2_C1,12B2,70,43.0,39.0,0.005571428571428572,5.74,5.9,27.6,8.1,36.0,3.3
V12B2_C1,12B2,77,50.0,50.0,0.007142857142857143,5.74,6.2,27.2,8.1,35.0,3.8
V12B2_C1,12B2,84,57.0,58.0,0.008285714285714285,5.74,6.0,26.7,8.1,38.0,4.3
V12B2_C1,12B2,91,64.0,71.0,0.010142857142857143,5.74,5.8,26.8,8.1,37.0,5.3
V12B2_C1,12B2,98,71.0,83.0,0.011857142857142858,5.74,5.5,27.5,8.1,38.0,6.7
V12B2_C1,12B2,105,78.0,97.0,0.013857142857142858,5.74,5.4,28.2,8.1,37.0,7.2
V12B2_C1,12B2,112,85.0,111.0,0.015857142857142858,5.74,5.5,27.5,8.1,39.0,8.3
V12B2_C1,12B2,119,92.0,124.0,0.017714285714285714,5.74,3.2,27.6,8.1,40.0,9.2
V12B2_C1,12B2,126,99.0,136.0,0.019428571428571427,5.74,5.1,27.6,8.1,39.0,9.7
V12B2_C1,12B2,133,106.0,150.0,0.02142857142857143,5.74,6.0,27.9,8.1,38.0,10.2
V12B2_C2,12B2,21,7.0,7.5,0.0009375,6.56,6.2,28.7,8.0,40.0,3.5
V12B2_C2,12B2,28,14.0,18.0,0.00225,6.56,5.8,28.6,8.0,40.0,4.3
V12B2_C2,12B2,35,21.0,31.0,0.003875,6.56,4.3,27.9,7.7,40.0,5.8
V12B2_C2,12B2,42,28.0,45.0,0.005625,6.56,6.0,28.5,7.7,41.0,7.4
V12B2_C2,12B2,49,35.0,61.0,0.007625,6.56,6.1,28.1,7.7,38.0,8.3
V12B2_C2,12B2,56,42.0,75.0,0.009375,6.56,6.3,28.7,7.7,36.0,10.1
V12B2_C2,12B2,63,49.0,89.0,0.011125,6.56,6.5,27.1,7.7,33.0,11.2
V12B2_C2,12B2,70,56.0,105.0,0.013125,6.56,5.8,28.8,7.7,28.0,11.2
V12B2_C2,12B2,77,63.0,131.0,0.016375,6.56,5.9,28.8,7.7,,14.0
V12B2_C2,12B2,84,70.0,146.0,0.01825,6.56,6.2,28.6,7.7,26.0,16.0
V12B2_C2,12B2,91,77.0,160.0,0.02,6.56,3.5,29.5,7.7,,17.5
